,Genre,Production Company,Movie name,Director name
978,Drama," Metro-Goldwyn-Mayer Pictures, Warner Bros., New Line Cinema, Chartoff Winkler Productions",Creed,
979,,,Big-Mommas-House,
980,Drama," Malpaso Productions, Imperative Entertainment, Warner Bros., Bron Creative",Mule-The-(2018),Clint Eastwood
981,Horror," Dimension Films, Woods Entertainment",Scream,Wes Craven
982,Romantic Comedy, Jersey Films,Along-Came-Polly-(2004),John Hamburg
983,Thriller/Suspense," Millennium Films, Nu Image, Gerard Butler Alan Siegel Entertainment",Olympus-Has-Fallen,
984,Adventure," Walt Disney Pictures, Outlaw Productions, Boxing Cat",Santa-Clause-2-The,Michael Lembeck
985,Horror," Blumhouse, Stage 6 Films, Universal Pictures",Insidious-The-Last-Key,Adam Robitel
986,,,AVP-Alien-Vs-Predator,
987,Comedy," Relativity Media, Stuber Pictures, Wild West Picture Show, Universal Pictures",Couples-Retreat,Peter Billingsley
988,,,Scream-2,
989,Comedy," Gary Sanchez Productions, Apatow Productions",Anchorman-2,Adam McKay
990,Action," Summit Entertainment, Red Wagon Entertainment",Divergent-Series-Allegiant-The,Robert Schwentke
991,,,Jackass-3D,
992,Action," Initial Entertainment Group, Virtual Studios, Spring Creek Prod, Bedford Falls",Blood-Diamond,
993,Action," Thunder Road Film, Summit Entertainment, 87Eleven Inc.",John-Wick-Chapter-Two,Chad Stahelski
994,,,Cloverfield,
995,,,Mr-Deeds,Steven Brill
996,Comedy," Gary Sanchez Productions, Mosaic Media, Sony Pictures",Other-Guys-The-(2010),
997,Romantic Comedy," Columbia Pictures, Metro-Goldwyn-Mayer Pictures, Broken Road, Hey Eddie, Happy Madison",Zookeeper,Frank Coraci
998,Adventure," Walt Disney Pictures, Dorothy McKim",Meet-the-Robinsons,Stephen Anderson
999,Comedy," Warner Bros., Nick Wechsler, Gregory Jacobs, Iron Horse, Extension 765",Magic-Mike,Steven Soderbergh
